Group ID,Segment ID,Text,Length,Group Tagging,Relative Loc Tgging,Expected Beginning,Expected Middle,Expected End,"Expected Standalone
",Beginning Score,Beginning Correct,End Score,End Correct
15,837,"We're a private, anonymous platform for consumers to provide direct feedback to owners and managers. We allow consumers to get in touch with owners to resolve",158,0,1,1,0,0,0,9.753115264797508,1,2.0,1
15,838,businesses.,11,0,3,0,0,1,0,2.0,1,12.312931923179718,1
15,839,problems (and provide compliments too!). Our goal is to open a channel of communication between customers and,109,0,2,0,1,0,0,2.634920634920635,1,-0.46745706140045895,1
16,841,"Unfortunately, we don't currently support government agencies with our system. We are focused on businesses, but we'll keep your suggestion I'm mind for our",156,0,1,1,0,0,0,11.285714285714285,1,2.073115860517435,1
16,842,future releases! Please send feedback to any local businesses in your area - owners are waiting to hear from,108,0,2,0,1,0,0,2.291970802919708,1,2.1731409544950058,1
16,843,you!,4,0,3,0,0,1,0,3.0069913636096586,1,15.600180668473351,1
17,979,"Hi there. There is no business owner app, but you can elect to receive and respond to customer messages from your phone via SMS. Chris C elected not to receive",159,0,1,1,0,0,0,188.8708609271523,1,2.0,1
17,980,notifications to your phones so please speak with him,53,0,2,0,0,1,0,2.0,1,3.7548845470692718,1
18,1010,"Business. It is fast, easy and free.",36,0,2,0,0,1,0,7.325644504748983,0,12.312931923179718,1
18,1011,"Businesses listed on google maps are displayed in the app. If you're a business owner looking to claim a location, go to www.ownerlistens.com and click Claim",157,0,1,1,0,0,0,7.0,1,2.0,1
19,1254,"We provide anonymous, private feedback directly to business owners, rather than public reviews. We're about helping businesses get better, and consumer getting",159,0,1,1,0,0,0,9.753115264797508,1,2.048507462686567,1
19,1255,better service.,15,0,2,0,0,1,0,2.617283950617284,1,12.312931923179718,1
20,1257,"Okay, great! With WIX it is a little different, given that it is a website widget. Users can leave feedback directly on your site...Sam delivery mechanisms.",156,0,0,1,0,1,1,33.8562874251497,1,12.312931923179718,1
20,1258,Your business won't be listed in the app unless your business also has a physical location.,91,1,0,1,0,1,1,7.836320191158901,1,12.312931923179718,1
21,1287,"He says customer also see ""Eli replied""",39,0,0,1,0,1,1,8.496978149697815,1,3.8210862619808306,1
21,1288,I can try testing later as well from my google voice,52,1,0,1,0,1,1,7.29295652592557,1,3.6956521739130435,1
21,1289,And i sign my messages as David,31,2,0,1,0,1,1,7.380750176928521,1,2.123762376237624,0
22,1291,Cause I knew it was you,23,0,0,1,0,1,1,8.63265306122449,1,3.1638616175783074,1
22,1292,"Normally the message is ""welcome to owner listens bla bla [David at HQ]""",72,1,0,1,0,1,1,7.408163265306122,1,3.8210862619808306,1
23,1294,"He says the message starts with an automatic ""Eli replied""",58,0,0,1,0,1,1,8.496978149697815,1,3.8210862619808306,1
23,1295,Which I obviously didn't add,28,1,0,1,0,1,1,12.797491039426523,1,2.0844155844155843,0
24,1297,I'm glad. But we should figure why it did in the past and if it might therefore again in the future,99,0,0,1,0,1,1,7.29295652592557,1,2.7703703703703706,1
24,1298,It definitely happened since she doesn't my name is Eli,55,1,0,1,0,1,1,8.397058823529411,1,12.35,1
25,1364,HQ],3,0,2,0,0,1,0,0.24390243902439024,1,7.375886524822696,1
25,1365,"That's great. We actually just caught the TV story ourselves! Please let me
know personally if there's anything I can help you with as you use the app [David at",160,0,1,1,0,0,0,8.399215686274509,1,2.1003861003861,1
26,1370,Got it!! Thanks!! Gift card was sent yesterday. :),50,0,0,1,0,1,1,9.83757338551859,1,30.613065326633166,1
26,1371,Also the txt function for this system is new.. Can you share what number it reflects my responses coming from? Thanks again for all the feedback!,145,1,0,1,0,1,1,8.805555555555555,1,15.600180668473351,1
27,1461,"Many businesses do respond. For those that haven't signed up with us yet, it can take a bit longer to get in contact with them, as we search for contact",152,0,1,1,0,0,0,7.738916256157635,1,2.0,1
27,1462,"information. Our next version of the app (releasing later this month), will show you the status of your",103,0,2,0,1,0,0,2.0,1,2.0,1
27,1463,message.,8,0,3,0,0,1,0,2.1253918495297803,1,12.312931923179718,1
28,1553,"That's the next update. 
For now, we can send it to the employee's phone via sms. If you want to add multiple employees to your account, just let us know.",154,0,0,1,0,1,1,8.399215686274509,1,12.312931923179718,1
28,1554,BTW Interesting that some businesses don't want this feature. They only want a manager to get the messages.,107,1,0,1,0,1,1,5.652173913043478,1,12.312931923179718,1
28,1555,"Others, like you, want the employee to handle it directly.",58,2,0,1,0,1,1,7.0,1,12.312931923179718,1
29,1580,". Slow service won't better your day. 
Best,
Lily",51,0,2,0,0,1,0,7.337736459651084,0,8.5,1
29,1581,We're really sorry to hear that. Thanks for letting us know. I'll get your feedback to the managers so they are aware of the problem and make corrections,153,0,1,1,0,0,0,9.753115264797508,1,2,1
30,1595,Thanks for coming by and your question. We appreciate your concern about waste or mess for the team. Feel free to ask a barista to take it away or if youthe coffee that you don't want to finish it. Please let us know if your coffee bettered your day.,250,0,1,1,0,1,1,16.599073414112617,1,12.312931923179718,1
30,1596,r in a hurry it is compostable along with the cup. We clean the container everyday so don't worry. Most importantly we hope there was nothing wrong with,152,-1,-1,-1,-1,-1,-1,3.1764705882352944,-1,2.09970174691095,-1
31,1685,Test from app,13,0,0,1,0,1,1,23.354916067146284,1,3.25,1
31,1686,confirmed from PC,17,1,0,1,0,1,1,3.754385964912281,0,6.0,1
32,1709,"Yes. For businesses already signed up with us, the feedback is delivered instantly. For businesses that haven't signed up, we track down the appropriate contact",160,0,1,1,0,0,0,43.46258503401361,1,2.0,1
32,1710,and deliver the message. All responses go directly to your app. You remain anonymous.,85,0,2,0,0,1,0,2.380750176928521,1,12.312931923179718,1
33,1780,"Simple: download the app (called OwnerListens), and you'll see a short tutorial. In a nutshell, you search for businesses around you and then send any business",159,0,1,1,0,0,0,9.777777777777779,1,2.3162162162162163,0
33,1781,"a message. It's very intuitive, let me know if you have any questions",69,0,2,0,0,1,0,2.286823235313466,1,3.8620689655172415,1
34,1795,HQ],3,0,2,0,0,1,0,0.24390243902439024,1,7.375886524822696,1
34,1796,"That's great. We actually just caught the TV story ourselves! Please let me
know personally if there's anything I can help you with as you use the app [David at",160,0,1,1,0,0,0,8.399215686274509,1,2.1003861003861,1
35,1854,"For business already in our network, they're usually pretty quick to respond. For businesses that haven't signed up with us already, we track them down and",155,0,1,1,0,0,0,7.225862244378879,1,-0.46745706140045895,1
35,1855,Thanks for using OL!,20,1,0,1,0,1,1,16.599073414112617,1,15.600180668473351,1
35,1856,"deliver the message, that takes more time for a response. We're releasing an update to the app very soon that will show the status of each of your messages.",156,0,2,0,0,1,0,2.0,1,12.312931923179718,1
36,1889,"We've tried contacting their customer support on your behalf. The last word from them was that they would have a supervisor call us back last week. So far,",155,0,1,1,0,0,0,9.753115264797508,1,-2.399596278743198,1
36,1890,nothing. We'll call again this week.,36,0,2,0,0,1,0,3.9661016949152543,1,12.312931923179718,1
37,1891,"Hi Lisa, I just left you a voicemail about the status of your feedback. I did get a hold of the Walmart National support team today. They informed me that your",159,0,1,1,0,0,0,188.8708609271523,1,2.0,1
37,1892,complaint has been forwarded to their ethics department. They will be contacted you back directly within 48 hours.,114,0,2,0,0,1,0,2.0,1,12.312931923179718,1
38,2074,Starter bakery was our if labels but are ordering more. The team is on it. You should see the pricing soon,106,0,0,1,0,1,1,2.0,0,4.067469879518072,1
38,2075,Sorry. That's out of labels...,30,1,0,1,0,1,1,6.664466446644664,1,10.807576668671077,1
39,2117,HQ],3,0,2,0,0,1,0,0.24390243902439024,1,7.375886524822696,1
39,2118,"That's great. We actually just caught the TV story ourselves! Please let me
know personally if there's anything I can help you with as you use the app [David at",160,0,1,1,0,0,0,8.399215686274509,1,2.1003861003861,1
40,2176,Hello.,6,0,0,1,0,1,1,106.93243243243244,1,12.312931923179718,1
40,2177,This is OwnerListens  hq,24,1,0,1,0,1,1,19.840430510060834,1,63.91666666666667,1
41,2347,HQ],3,0,2,0,0,1,0,0.24390243902439024,1,7.375886524822696,1
41,2348,"That's great. We actually just caught the TV story ourselves! Please let me
know personally if there's anything I can help you with as you use the app [David at",160,0,1,1,0,0,0,8.399215686274509,1,2.1003861003861,1
42,2356,"Hey there! You simply visit ownerlistens.com and claim your inbox to get started. If you need you location information updated, or have any questions shoot me",158,0,1,1,0,0,0,140.3108108108108,1,3.2836773781655673,0
42,2357,an email at michael@ownerlistens.com - thanks for reaching out!,63,0,2,0,0,1,0,2.2619692863595304,1,15.600180668473351,1
43,2497,"Hi there! Can I help you?
 David @OL HQ",39,0,0,1,0,1,1,188.8708609271523,1,63.91666666666667,1
43,2498,I hope you enjoy the app. Let me know if you have feedback or suggestions.,74,1,0,1,0,1,1,7.29295652592557,1,12.312931923179718,1
44,2598,"Hello, we're still waiting on the card processor. I called them yesterday to check-in, as we still haven't seen it. I'll turn it around ASAP. Sorry for the",155,0,1,1,0,0,0,106.93243243243244,1,2.021395975162714,1
44,2599,delay.,6,0,2,0,0,1,0,2.0,1,12.312931923179718,1
45,2640,Hey! Basically visitors/customers on your site (and at your business) can send you private and anonymous feedback. We deliver the message to you and you can,156,0,1,1,0,0,0,145.3108108108108,1,2.0738797814207652,1
45,2641,respond in real time. If you would like more info - contact me at michael@ownerlistens.com! Excited to have you ok board.,121,0,2,0,0,1,0,2.1449275362318843,1,12.312931923179718,1
46,2698,"Sorry to hear that. It looks like your message was delivered...unfortunately, some owners choose not to respond to feedback. There are, however, plenty of",154,0,1,1,0,0,0,6.664466446644664,1,2.051342812006319,1
46,2699,"responsive owners out there, so I encourage you to give feedback to other businesses!",85,0,2,0,0,1,0,2.0,1,15.600180668473351,1
47,2786,es you comfortable.  Have a great day.  Lily,44,-1,-1,-1,-1,-1,-1,2.7142857142857144,-1,8.5,-1
47,2787,or system since we ask customer to order before they pay. This is due to the time it takes to brew coffee with our method. We want you to do whatever maktaste it before they pay. Some customer know what they are getting and move straight to pay while others wait to taste it. We do apply something of a honWe are very sorry and don't want you to feel uncomfortable. At Philz we never want customers to pay for a drink they didn't like and encourage people to,458,-1,-1,-1,-1,-1,-1,2.3572846367606193,-1,2.0631002788392028,-1
48,2789,It sure is. We want you to feel comfortable. Anybody questions you telling them Lily said it was okay And that Phil wants you to feel comfortable. I am P,153,0,1,1,0,0,0,8.397058823529411,1,50.98701298701299,0
48,2790,hil's assistant Much love  Lily,31,0,2,0,0,1,0,0,1,8.5,1
49,2813,"There are thousands of owners who are signed up, and receive messages within 2 minutes. For many of the rest, we can deliver messages within a week (depending",158,0,1,1,0,0,0,8.11111111111111,1,3.1304347826086953,0
49,2814,"on many factors). There are some businesses without easily accessible, or unreliable contact information which can take longer.",127,0,2,0,0,1,0,2.3205128205128203,1,12.312931923179718,1
50,2886,Thanks for bring it to our attention,36,0,0,1,0,1,1,16.599073414112617,1,3.5294117647058822,1
50,2887,Thanks for the feedback. I will check as it should be equally both portions,75,1,0,1,0,1,1,16.599073414112617,1,2.0,0
51,2898,.,1,0,0,1,0,1,1,7.337736459651084,1,12.312931923179718,1
51,2899,Info,4,1,0,1,0,1,1,7.23598820058997,1,3.1890243902439024,1
52,2903,Rico pero me pasó eso no va volver a pasar por abono de depositando,68,-1,0,1,0,1,1,0.0,-1,0,-1
52,2904,muchas gracias buen La,22,-1,0,1,0,1,1,0,-1,3.04,-1
53,2910,Sorry who's,11,0,1,1,0,0,0,6.664466446644664,1,2.1173497021122945,1
53,2911,R these some we'r not making happy,34,0,2,0,0,1,0,3.1764705882352944,1,2.3714285714285714,1
54,2924,"Thank you for your comments!  I am pleased that overall you had a nice experience at Brickyard; however, I agree that the fries need work! We will try to do",156,0,1,1,0,0,0,16.77894257064722,1,2.2348955392433654,1
54,2925,better next time!  Thanks again for visiting us!,48,0,2,0,0,1,0,2.617283950617284,1,15.600180668473351,1
55,2927,Ok. Where this from,19,0,0,1,0,1,1,28.23529411764706,1,2.1731409544950058,0
55,2928,What flavor,11,1,0,1,0,1,1,17.140350877192983,1,2.9454545454545453,1
55,2929,We apologize for this inconvenience.,36,2,0,1,0,1,1,9.753115264797508,1,12.312931923179718,1
56,3004,Hi,2,0,0,1,0,1,1,193.8708609271523,1,3.772931810314988,1
56,3005,This is Adi. How can I help?,28,1,0,1,0,1,1,19.840430510060834,1,33.43065174924524,1
57,3066,"Go to www.ownerlistens.com, and click ""Claim Your Business."" Then, customers will be able to leave feedback to you directly (and privately). If you have any",156,0,1,1,0,0,0,8.026653504442251,1,2.082382762991128,1
57,3067,"questions, email michael@ownerlistens.com.",42,0,2,0,0,1,0,2.0496277915632755,1,12.312931923179718,1
58,3148,Test reply 2,12,0,0,1,0,1,1,18.354916067146284,1,1.3190921228304404,0
58,3149,Test reply 3,12,1,0,1,0,1,1,18.354916067146284,1,2.2669039145907472,0
58,3150,Test reply 4,12,2,0,1,0,1,1,18.354916067146284,1,1.5511363636363638,0
59,3200,Test push,9,0,0,1,0,1,1,18.354916067146284,1,5.5,1
59,3201,Test reply,10,1,0,1,0,1,1,18.354916067146284,1,5.830721003134796,1
60,3269,Test push,9,0,0,1,0,1,1,18.354916067146284,1,5.5,1
60,3270,Test.     Push,14,1,0,1,0,1,1,18.354916067146284,1,5.5,1
61,3340,"When a business isn't already in our network, we work to identify the correct contact person for feedback and deliver it. The icon on the message will go from",158,0,1,1,0,0,0,12.878378378378379,1,2.1731409544950058,1
61,3341,"blue to green. When they respond, you'll get a notification of their reply. Have a great weekend!",97,0,2,0,0,1,0,3.5384615384615383,1,15.600180668473351,1
62,3343,Awesome! Thank you very much!,29,0,0,1,0,1,1,19.397094430992738,1,15.600180668473351,1
62,3344,Of course- who else would love Sam that little?😎🍔,55,1,0,1,0,1,1,7.193685327673123,1,0,0
63,3411,"Okay, thanks for the update. Sorry this has been so much trouble. Really unbelievablely bad customer service from that company. I'll order a $125 card (from our",160,0,1,1,0,0,0,33.8562874251497,1,2.073115860517435,1
63,3412,"new provider). Best, Matt",25,0,2,0,0,1,0,2.8877928483353883,1,3.9393939393939394,1
64,3436,Thanks! So happy to hear that. We're working with businesses to respond to all feedback. I hope you have many of these experiences in the future. Thanks for,156,0,1,1,0,0,0,16.599073414112617,1,2.0813401957816127,1
64,3437,using OL!,9,0,2,0,0,1,0,2.0696864111498257,1,15.600180668473351,1
65,3484,HQ],3,0,2,0,0,1,0,0.24390243902439024,1,7.375886524822696,1
65,3485,"That's great. We actually just caught the TV story ourselves! Please let me
know personally if there's anything I can help you with as you use the app [David at",160,0,1,1,0,0,0,8.399215686274509,1,2.1003861003861,1
66,3538,Welcome Eli,11,0,0,1,0,1,1,4.590673575129534,1,12.35,1
66,3539,Cool notifications,18,1,0,1,0,1,1,16.32642487046632,1,6.7272727272727275,1
67,3575,Hi Faisal,9,0,0,1,0,1,1,188.8708609271523,1,0.0,0
67,3576,I'm not a bot - but how can I help you?,39,1,0,1,0,1,1,7.29295652592557,1,33.43065174924524,1
68,3580,Hello again,11,0,0,1,0,1,1,106.93243243243244,1,5.052631578947368,1
68,3581,Is there anything else you need?,32,1,0,1,0,1,1,10.184643952849992,1,33.43065174924524,1
68,3582,This is not a bot,17,2,0,1,0,1,1,19.840430510060834,1,4.260869565217391,1
68,3583,??,2,3,0,1,0,1,1,5.0668616798997075,1,33.43065174924524,1
68,3584,"Ok. If you don't need anything, we will stop responding. If you do have questions, please send something other than ""hello"" (David)",131,4,0,1,0,1,1,42.458333333333336,1,28.613065326633166,1
69,3592,Do you have any other questions?,32,0,0,1,0,1,1,11.828196584756352,1,33.43065174924524,1
69,3593,Sure. What kind of business do you have and what email would you like me to send it to?,87,1,0,1,0,1,1,11.332036316472115,1,33.43065174924524,1
69,3594,"Got it. Thanks! 
The customer success team will send you an email with more info.",81,2,0,1,0,1,1,4.83757338551859,1,12.312931923179718,1
70,3609,The integration with Zendesk is in beta and will soon be available to customers. I estimate it won't be more than a week or two. And you would need more than,157,0,1,1,0,0,0,7.825841603424791,1,2.0,1
70,3610,one number if you have more than one location or online shop,60,0,2,0,0,1,0,2.572012257405516,1,2.1538461538461537,0
71,3612,"You want to get notifications to your phone as well, right?",59,0,0,1,0,1,1,8.006991363609659,1,33.43065174924524,1
71,3613,Your customer will be charged for a standard SMS in Germany. I will crunch the numbers and let you know what a virtual number would cost you with notifications.,160,1,0,1,0,1,1,7.836320191158901,1,12.312931923179718,1
71,3614,I'm on it. You'll have it by your morning,41,2,0,1,0,1,1,7.29295652592557,1,3.6355748373101955,1
72,3617,Hi Mike. What can we do for you?,32,0,0,1,0,1,1,188.8708609271523,1,33.43065174924524,1
72,3618,Take a guess,12,1,0,1,0,1,1,7.4099560761347,1,3.7333333333333334,1
72,3619,No worries. How did you get to us? An article online?,53,2,0,1,0,1,1,15.466701084150749,1,33.43065174924524,1
73,3620,We do build bots for some of our clients but answer our customers with,70,0,1,1,0,0,0,9.753115264797508,1,2.09970174691095,1
73,3621,a personal touch 😊,21,0,2,0,0,1,0,2.286823235313466,1,0,0
74,3627,I'm either a human or the most convincing bot you've ever seen,62,0,0,1,0,1,1,7.29295652592557,1,2.1405405405405404,0
74,3628,Head to OwnerListens.com/mate. Unfortunately there's no way to purchase via Facebook,84,1,0,1,0,1,1,7.683760683760684,1,1.262135922330097,0
74,3629,And let me know if you have any questions about the product. Either via messenger or text us at 650-825-1166,108,2,0,1,0,1,1,7.380750176928521,1,19.333333333333332,1
75,3630,Hi there. How may we help you? (David),38,0,0,1,0,1,1,188.8708609271523,1,28.613065326633166,1
75,3631,Nope! I'm a real person. We do build bots for other companies though.,69,1,0,1,0,1,1,39.72727272727273,1,12.312931923179718,1
75,3632,No problem,10,2,0,1,0,1,1,15.466701084150749,1,4.538095238095238,1
76,3633,Hi Mario. What can we do for you?,33,0,0,1,0,1,1,188.8708609271523,1,33.43065174924524,1
76,3634,We build tools for businesses to message with their customers. Are you interested in hearing more about that?,109,1,0,1,0,1,1,9.753115264797508,1,33.43065174924524,1
77,3637,And I'm not sure about the other collections at the shoot! Pretty sure we just have holiday there but I can ask Tutu Du Monde if you would like to know.,152,0,0,1,0,1,1,7.380750176928521,1,12.312931923179718,1
77,3638,You can select and purchase as many photos as you like at or after the shoot. They will be retouched and sent to you digitally with a release for your own usage and printing. You may also order other prints and photo products at the shoot.,239,1,0,1,0,1,1,8.006991363609659,1,12.312931923179718,1
78,3639,"No problem! They are $50 for each retouched high res image, but there will be a buy 4, get one free package deal.",113,0,0,1,0,1,1,15.466701084150749,1,12.312931923179718,1
78,3640,"Prints start at $30 for an 8x10, too, just FYI.",47,1,0,1,0,1,1,7.0,1,12.312931923179718,1
78,3641,You're welcome! :),18,2,0,1,0,1,1,8.006991363609659,1,30.613065326633166,1
78,3642,It will be. I'm excited too.,28,3,0,1,0,1,1,8.397058823529411,1,12.312931923179718,1
79,3643,Hi there! How can we help you? (David),38,0,0,1,0,1,1,188.8708609271523,1,28.613065326633166,1
79,3644,If you like I can have our team send you a quote in the morning. It's currently after hours in the U.S (David),110,1,0,1,0,1,1,9.127659574468085,1,28.613065326633166,1
79,3645,It's definitely possible but would require us building a custom plan for you as the messaging rates vary by country.,116,2,0,1,0,1,1,8.397058823529411,1,12.312931923179718,1
79,3646,Will do.,8,3,0,1,0,1,1,10.374524714828897,1,12.312931923179718,1
80,3647,"I believe we can make it work with a US number and forward to your China number, but again, I'll have to check with our tech support team. I'll be sure t o include that information with the quote we send",203,0,0,1,0,1,1,7.29295652592557,1,2.0811654526534857,0
80,3648,You wouldn't be replying to your US number. You would be replying to the customer who originally sent the message but they would receive it as being from  the US number,168,1,0,1,0,1,1,8.006991363609659,1,4.0570377184912605,1
80,3649,"But essentially, yes. You could reply from your China number",60,2,0,1,0,1,1,7.780748663101605,1,4.0570377184912605,1
81,3650,Sorry about that. Did you try to email Jesse.askew@clcworld.com ?,65,0,0,1,0,1,1,11.664466446644663,1,33.43065174924524,1
81,3651,Gotcha.  Have a nice day!,25,1,0,1,0,1,1,12.96774193548387,1,15.600180668473351,1
82,3661,"We build chat bots for companies who need them, but are strong advocates of the personal touch",94,0,0,1,0,1,1,9.753115264797508,1,3.258064516129032,1
82,3662,Which why a human (aka me) is replying to you right now,55,1,0,1,0,1,1,12.797491039426523,1,4.478775226165623,1
83,3666,Hi there! Thanks for reaching out! How can we help you?,55,0,0,1,0,1,1,188.8708609271523,1,33.43065174924524,1
83,3667,Nope!  I'm a real person! We do build bots for other companies though!,70,1,0,1,0,1,1,39.72727272727273,1,15.600180668473351,1
84,3672,Hi Kevin,8,0,0,1,0,1,1,188.8708609271523,1,4.136363636363637,1
84,3673,How goes it?,12,1,0,1,0,1,1,16.705188679245282,1,33.43065174924524,1
84,3674,What can we do for you?,23,2,0,1,0,1,1,17.140350877192983,1,33.43065174924524,1
85,3676,Hi Guarav. What can we do for you?,34,0,0,1,0,1,1,188.8708609271523,1,33.43065174924524,1
85,3677,How can I help?,15,1,0,1,0,1,1,16.705188679245282,1,33.43065174924524,1
85,3678,Real person here,16,2,0,1,0,1,1,8.036269430051814,1,4.144557823129252,1
85,3679,We build bots for companies!,28,3,0,1,0,1,1,9.753115264797508,1,15.600180668473351,1
86,3689,HQ],3,0,2,0,0,1,0,0.24390243902439024,1,7.375886524822696,1
86,3690,"That's great. We actually just caught the TV story ourselves! Please let me
know personally if there's anything I can help you with as you use the app [David at",160,0,1,1,0,0,0,8.399215686274509,1,2.1003861003861,1
87,3728,Got it,6,0,0,1,0,1,1,9.83757338551859,1,2.710781207567665,1
87,3729,Thank you,9,1,0,1,0,1,1,21.77894257064722,1,3.1638616175783074,1
88,3743,Hello David,11,2,0,1,0,1,1,106.93243243243244,1,2.123762376237624,0
88,3744,I have uninstalled the app,26,3,0,1,0,1,1,7.29295652592557,1,3.25,1
89,3867,Its here,8,0,0,1,0,1,1,11.453441295546558,1,4.144557823129252,1
89,3868,Yes i have it,13,1,0,1,0,1,1,43.46258503401361,1,2.710781207567665,1
90,3878,"Hi, thanks for reaching out. Per our FAQ page, we ship our boxes on the first of the month. So, we will ship your order 8/1 and you will be updated with a tracking #.",166,0,0,1,0,1,1,188.8708609271523,1,12.312931923179718,1
90,3879,Was there anything else I could help with?,42,1,0,1,0,1,1,4.8671291355389545,1,33.43065174924524,1
91,3902,Does it have lock and unlock built into the key ?,49,0,0,1,0,1,1,11.383920076117983,1,33.43065174924524,1
91,3903,Use coupon SNOW50 To save $50,29,1,0,1,0,1,1,2.1225114854517613,0,2.268041237113402,0
91,3904,http://stereowestautotoys.com/viper-4816v-2-way-led-remote-start/,65,2,0,1,0,1,1,0.4878048780487805,0,0,0
92,3908,If you order it online someone will call you to set up your appointment - very easy,83,0,0,1,0,1,1,9.127659574468085,1,2.2363636363636363,0
92,3909,We can do it either way no problem,34,1,0,1,0,1,1,9.753115264797508,1,4.538095238095238,1
93,3942,Please call our office line at 7035448634,41,0,0,1,0,1,1,10.45679012345679,1,2,0
93,3943,Because of privacy we can not confirm your identity on here.,60,1,0,1,0,1,1,7.726172465960666,1,12.312931923179718,1
94,3947,I would recommend our level III film which is $319 on that car installed,72,0,0,1,0,1,1,7.29295652592557,1,3.625,1
94,3948,"Comes with a lifetime warranty , better heat rejection and scratch guard",72,1,0,1,0,1,1,7.0,1,2.0,0
95,3959,Hi! Thanks for your continued support. We really appreciate it! Here is the link to our gift card....,101,0,0,1,0,1,1,193.8708609271523,1,12.312931923179718,1
95,3960,https://zen-threads.com/products/gift-card,42,1,0,1,0,1,1,0.0,0,0,0
96,3997,Hi there.,9,0,0,1,0,1,1,188.8708609271523,1,12.312931923179718,1
